hour_utc,hour_dk,price_area,spot_price_dkk,spot_price_eur
2024-01-15 13:00:00,2024-01-15T14:00:00,DK2,630.150024,84.5
2024-01-15 14:00:00,2024-01-15T15:00:00,DK2,666.98999,89.440002
2024-01-15 15:00:00,2024-01-15T16:00:00,DK2,745.140015,99.919998
2024-01-15 16:00:00,2024-01-15T17:00:00,DK2,813.450012,109.080002
2024-01-15 17:00:00,2024-01-15T18:00:00,DK2,861.849976,115.57
2024-01-15 18:00:00,2024-01-15T19:00:00,DK2,825.22998,110.660004
2024-01-15 19:00:00,2024-01-15T20:00:00,DK2,769.22998,103.150002
2024-01-15 20:00:00,2024-01-15T21:00:00,DK2,693.159973,92.949997
2024-01-15 21:00:00,2024-01-15T22:00:00,DK2,667.359985,89.489998
2024-01-15 22:00:00,2024-01-15T23:00:00,DK2,644.539978,86.43
2024-01-15 23:00:00,2024-01-16T00:00:00,DK2,612.98999,82.190002
2024-01-16 00:00:00,2024-01-16T01:00:00,DK2,607.099976,81.400002
2024-01-16 01:00:00,2024-01-16T02:00:00,DK2,597.179993,80.07
2024-01-16 02:00:00,2024-01-16T03:00:00,DK2,583.679993,78.260002
2024-01-16 03:00:00,2024-01-16T04:00:00,DK2,578.679993,77.589996
2024-01-16 04:00:00,2024-01-16T05:00:00,DK2,622.390015,83.449997
2024-01-16 05:00:00,2024-01-16T06:00:00,DK2,917.359985,123.0
2024-01-16 06:00:00,2024-01-16T07:00:00,DK2,1442.560059,193.419998
2024-01-16 07:00:00,2024-01-16T08:00:00,DK2,2055.399902,275.589996
2024-01-16 08:00:00,2024-01-16T09:00:00,DK2,2017.890015,270.559998
2024-01-16 09:00:00,2024-01-16T10:00:00,DK2,1864.030029,249.929993
2024-01-16 10:00:00,2024-01-16T11:00:00,DK2,1495.73999,200.550003
2024-01-16 11:00:00,2024-01-16T12:00:00,DK2,1268.189941,170.039993
2024-01-16 12:00:00,2024-01-16T13:00:00,DK2,1058.839966,141.970001
2024-01-16 13:00:00,2024-01-16T14:00:00,DK2,1070.849976,143.580002
2024-01-16 14:00:00,2024-01-16T15:00:00,DK2,1164.670044,156.160004
2024-01-16 15:00:00,2024-01-16T16:00:00,DK2,1268.48999,170.080002
2024-01-16 16:00:00,2024-01-16T17:00:00,DK2,1273.930054,170.809998
2024-01-16 17:00:00,2024-01-16T18:00:00,DK2,992.539978,133.080002
2024-01-16 18:00:00,2024-01-16T19:00:00,DK2,833.599976,111.769997
2024-01-16 19:00:00,2024-01-16T20:00:00,DK2,712.179993,95.489998
2024-01-16 20:00:00,2024-01-16T21:00:00,DK2,642.969971,86.209999
2024-01-16 21:00:00,2024-01-16T22:00:00,DK2,611.869995,82.040001
2024-01-16 22:00:00,2024-01-16T23:00:00,DK2,579.429993,77.690002
2024-01-16 23:00:00,2024-01-17T00:00:00,DK2,521.210022,69.889999
2024-01-17 00:00:00,2024-01-17T01:00:00,DK2,517.26001,69.360001
2024-01-17 01:00:00,2024-01-17T02:00:00,DK2,510.619995,68.470001
2024-01-17 02:00:00,2024-01-17T03:00:00,DK2,503.839996,67.559998
2024-01-17 03:00:00,2024-01-17T04:00:00,DK2,501.970001,67.309998
2024-01-17 04:00:00,2024-01-17T05:00:00,DK2,501.75,67.279999
2024-01-17 05:00:00,2024-01-17T06:00:00,DK2,526.880005,70.650002
2024-01-17 06:00:00,2024-01-17T07:00:00,DK2,596.159973,79.940002
2024-01-17 07:00:00,2024-01-17T08:00:00,DK2,715.929993,96.0
2024-01-17 08:00:00,2024-01-17T09:00:00,DK2,767.159973,102.870003
2024-01-17 09:00:00,2024-01-17T10:00:00,DK2,797.289978,106.910004
2024-01-17 10:00:00,2024-01-17T11:00:00,DK2,828.539978,111.099998
2024-01-17 11:00:00,2024-01-17T12:00:00,DK2,877.840027,117.709999
2024-01-17 12:00:00,2024-01-17T13:00:00,DK2,907.590027,121.699997
2024-01-17 13:00:00,2024-01-17T14:00:00,DK2,907.890015,121.739998
2024-01-17 14:00:00,2024-01-17T15:00:00,DK2,935.630005,125.459999
2024-01-17 15:00:00,2024-01-17T16:00:00,DK2,958.75,128.559998
2024-01-17 16:00:00,2024-01-17T17:00:00,DK2,1047.939941,140.520004
2024-01-17 17:00:00,2024-01-17T18:00:00,DK2,921.690002,123.589996
2024-01-17 18:00:00,2024-01-17T19:00:00,DK2,852.26001,114.279999
2024-01-17 19:00:00,2024-01-17T20:00:00,DK2,818.849976,109.800003
2024-01-17 20:00:00,2024-01-17T21:00:00,DK2,753.890015,101.089996
2024-01-17 21:00:00,2024-01-17T22:00:00,DK2,703.099976,94.279999
2024-01-17 22:00:00,2024-01-17T23:00:00,DK2,627.710022,84.169998
2024-01-17 23:00:00,2024-01-18T00:00:00,DK2,606.580017,81.330002
2024-01-18 00:00:00,2024-01-18T01:00:00,DK2,575.780029,77.199997
2024-01-18 01:00:00,2024-01-18T02:00:00,DK2,561.530029,75.290001
2024-01-18 02:00:00,2024-01-18T03:00:00,DK2,558.700012,74.910004
2024-01-18 03:00:00,2024-01-18T04:00:00,DK2,578.539978,77.57
2024-01-18 04:00:00,2024-01-18T05:00:00,DK2,604.119995,81.0
2024-01-18 05:00:00,2024-01-18T06:00:00,DK2,681.97998,91.440002
2024-01-18 06:00:00,2024-01-18T07:00:00,DK2,831.969971,111.550003
2024-01-18 07:00:00,2024-01-18T08:00:00,DK2,938.919983,125.889999
2024-01-18 08:00:00,2024-01-18T09:00:00,DK2,911.179993,122.169998
2024-01-18 09:00:00,2024-01-18T10:00:00,DK2,827.119995,110.900002
2024-01-18 10:00:00,2024-01-18T11:00:00,DK2,805.119995,107.949997
2024-01-18 11:00:00,2024-01-18T12:00:00,DK2,697.719971,93.550003
2024-01-18 12:00:00,2024-01-18T13:00:00,DK2,653.48999,87.620003
2024-01-18 13:00:00,2024-01-18T14:00:00,DK2,644.619995,86.43
2024-01-18 14:00:00,2024-01-18T15:00:00,DK2,702.940002,94.25
2024-01-18 15:00:00,2024-01-18T16:00:00,DK2,742.25,99.519997
2024-01-18 16:00:00,2024-01-18T17:00:00,DK2,780.72998,104.68
2024-01-18 17:00:00,2024-01-18T18:00:00,DK2,770.140015,103.260002
2024-01-18 18:00:00,2024-01-18T19:00:00,DK2,705.030029,94.529999
2024-01-18 19:00:00,2024-01-18T20:00:00,DK2,648.650024,86.970001
2024-01-18 20:00:00,2024-01-18T21:00:00,DK2,605.090027,81.129997
2024-01-18 21:00:00,2024-01-18T22:00:00,DK2,577.48999,77.43
2024-01-18 22:00:00,2024-01-18T23:00:00,DK2,532.0,71.330002
2024-01-18 23:00:00,2024-01-19T00:00:00,DK2,510.089996,68.400002
2024-01-19 00:00:00,2024-01-19T01:00:00,DK2,487.269989,65.339996
2024-01-19 01:00:00,2024-01-19T02:00:00,DK2,477.649994,64.050003
2024-01-19 02:00:00,2024-01-19T03:00:00,DK2,468.029999,62.759998
2024-01-19 03:00:00,2024-01-19T04:00:00,DK2,472.209991,63.32
2024-01-19 04:00:00,2024-01-19T05:00:00,DK2,491.079987,65.849998
2024-01-19 05:00:00,2024-01-19T06:00:00,DK2,564.830017,75.739998
2024-01-19 06:00:00,2024-01-19T07:00:00,DK2,666.549988,89.379997
2024-01-19 07:00:00,2024-01-19T08:00:00,DK2,777.590027,104.269997
2024-01-19 08:00:00,2024-01-19T09:00:00,DK2,770.359985,103.300003
2024-01-19 09:00:00,2024-01-19T10:00:00,DK2,714.799988,95.849998
2024-01-19 10:00:00,2024-01-19T11:00:00,DK2,645.52002,86.559998
2024-01-19 11:00:00,2024-01-19T12:00:00,DK2,587.049988,78.720001
2024-01-19 12:00:00,2024-01-19T13:00:00,DK2,560.429993,75.150002
2024-01-19 13:00:00,2024-01-19T14:00:00,DK2,573.549988,76.910004
2024-01-19 14:00:00,2024-01-19T15:00:00,DK2,648.429993,86.949997
2024-01-19 15:00:00,2024-01-19T16:00:00,DK2,780.049988,104.599998
2024-01-19 16:00:00,2024-01-19T17:00:00,DK2,855.890015,114.769997
2024-01-19 17:00:00,2024-01-19T18:00:00,DK2,809.059998,108.489998
2024-01-19 18:00:00,2024-01-19T19:00:00,DK2,634.630005,85.099998
2024-01-19 19:00:00,2024-01-19T20:00:00,DK2,565.429993,75.82
2024-01-19 20:00:00,2024-01-19T21:00:00,DK2,544.469971,73.010002
2024-01-19 21:00:00,2024-01-19T22:00:00,DK2,527.169983,70.690002
2024-01-19 22:00:00,2024-01-19T23:00:00,DK2,497.339996,66.690002
2024-01-19 23:00:00,2024-01-20T00:00:00,DK2,504.279999,67.620003
2024-01-20 00:00:00,2024-01-20T01:00:00,DK2,484.809998,65.010002
2024-01-20 01:00:00,2024-01-20T02:00:00,DK2,485.480011,65.099998
2024-01-20 02:00:00,2024-01-20T03:00:00,DK2,472.359985,63.34
2024-01-20 03:00:00,2024-01-20T04:00:00,DK2,472.579987,63.369999
2024-01-20 04:00:00,2024-01-20T05:00:00,DK2,460.5,61.75
2024-01-20 05:00:00,2024-01-20T06:00:00,DK2,480.640015,64.449997
2024-01-20 06:00:00,2024-01-20T07:00:00,DK2,511.209991,68.550003
2024-01-20 07:00:00,2024-01-20T08:00:00,DK2,557.969971,74.82
2024-01-20 08:00:00,2024-01-20T09:00:00,DK2,588.02002,78.849998
2024-01-20 09:00:00,2024-01-20T10:00:00,DK2,548.650024,73.57
2024-01-20 10:00:00,2024-01-20T11:00:00,DK2,540.73999,72.510002
2024-01-20 11:00:00,2024-01-20T12:00:00,DK2,520.159973,69.75
2024-01-20 12:00:00,2024-01-20T13:00:00,DK2,527.919983,70.790001
2024-01-20 13:00:00,2024-01-20T14:00:00,DK2,547.309998,73.389999
2024-01-20 14:00:00,2024-01-20T15:00:00,DK2,589.960022,79.110001
2024-01-20 15:00:00,2024-01-20T16:00:00,DK2,671.549988,90.050003
2024-01-20 16:00:00,2024-01-20T17:00:00,DK2,725.390015,97.269997
2024-01-20 17:00:00,2024-01-20T18:00:00,DK2,754.030029,101.110001
2024-01-20 18:00:00,2024-01-20T19:00:00,DK2,682.880005,91.57
2024-01-20 19:00:00,2024-01-20T20:00:00,DK2,596.599976,80.0
2024-01-20 20:00:00,2024-01-20T21:00:00,DK2,547.309998,73.389999
2024-01-20 21:00:00,2024-01-20T22:00:00,DK2,525.159973,70.419998
2024-01-20 22:00:00,2024-01-20T23:00:00,DK2,499.579987,66.989998
2024-01-20 23:00:00,2024-01-21T00:00:00,DK2,445.26001,59.700001
2024-01-21 00:00:00,2024-01-21T01:00:00,DK2,429.230011,57.549999
2024-01-21 01:00:00,2024-01-21T02:00:00,DK2,411.329987,55.150002
2024-01-21 02:00:00,2024-01-21T03:00:00,DK2,379.549988,50.889999
2024-01-21 03:00:00,2024-01-21T04:00:00,DK2,361.799988,48.509998
2024-01-21 04:00:00,2024-01-21T05:00:00,DK2,353.899994,47.450001
2024-01-21 05:00:00,2024-01-21T06:00:00,DK2,339.579987,45.529999
2024-01-21 06:00:00,2024-01-21T07:00:00,DK2,327.869995,43.959999
2024-01-21 07:00:00,2024-01-21T08:00:00,DK2,383.059998,51.360001
2024-01-21 08:00:00,2024-01-21T09:00:00,DK2,405.429993,54.360001
2024-01-21 09:00:00,2024-01-21T10:00:00,DK2,343.529999,46.060001
2024-01-21 10:00:00,2024-01-21T11:00:00,DK2,363.0,48.669998
2024-01-21 11:00:00,2024-01-21T12:00:00,DK2,287.0,38.48
2024-01-21 12:00:00,2024-01-21T13:00:00,DK2,281.100006,37.689999
2024-01-21 13:00:00,2024-01-21T14:00:00,DK2,330.399994,44.299999
2024-01-21 14:00:00,2024-01-21T15:00:00,DK2,365.76001,49.040001
2024-01-21 15:00:00,2024-01-21T16:00:00,DK2,371.649994,49.830002
2024-01-21 16:00:00,2024-01-21T17:00:00,DK2,422.51001,56.650002
2024-01-21 17:00:00,2024-01-21T18:00:00,DK2,458.309998,61.450001
2024-01-21 18:00:00,2024-01-21T19:00:00,DK2,437.359985,58.639999
2024-01-21 19:00:00,2024-01-21T20:00:00,DK2,384.100006,51.5
2024-01-21 20:00:00,2024-01-21T21:00:00,DK2,391.26001,52.459999
2024-01-21 21:00:00,2024-01-21T22:00:00,DK2,375.829987,50.389999
2024-01-21 22:00:00,2024-01-21T23:00:00,DK2,216.520004,29.030001
2024-01-21 23:00:00,2024-01-22T00:00:00,DK2,203.610001,27.299999
2024-01-22 00:00:00,2024-01-22T01:00:00,DK2,165.869995,22.24
2024-01-22 01:00:00,2024-01-22T02:00:00,DK2,138.869995,18.620001
2024-01-22 02:00:00,2024-01-22T03:00:00,DK2,37.59,5.04
2024-01-22 03:00:00,2024-01-22T04:00:00,DK2,37.740002,5.06
2024-01-22 04:00:00,2024-01-22T05:00:00,DK2,149.169998,20.0
2024-01-22 05:00:00,2024-01-22T06:00:00,DK2,302.059998,40.5
2024-01-22 06:00:00,2024-01-22T07:00:00,DK2,451.01001,60.470001
2024-01-22 07:00:00,2024-01-22T08:00:00,DK2,495.829987,66.480003
2024-01-22 08:00:00,2024-01-22T09:00:00,DK2,429.450012,57.580002
2024-01-22 09:00:00,2024-01-22T10:00:00,DK2,459.059998,61.549999
2024-01-22 10:00:00,2024-01-22T11:00:00,DK2,451.970001,60.599998
2024-01-22 11:00:00,2024-01-22T12:00:00,DK2,424.529999,56.919998
2024-01-22 12:00:00,2024-01-22T13:00:00,DK2,423.040009,56.720001
2024-01-22 13:00:00,2024-01-22T14:00:00,DK2,434.299988,58.23
2024-01-22 14:00:00,2024-01-22T15:00:00,DK2,445.48999,59.73
2024-01-22 15:00:00,2024-01-22T16:00:00,DK2,447.429993,59.990002
2024-01-22 16:00:00,2024-01-22T17:00:00,DK2,461.299988,61.849998
2024-01-22 17:00:00,2024-01-22T18:00:00,DK2,455.179993,61.029999
2024-01-22 18:00:00,2024-01-22T19:00:00,DK2,447.720001,60.029999
2024-01-22 19:00:00,2024-01-22T20:00:00,DK2,444.519989,59.599998
2024-01-22 20:00:00,2024-01-22T21:00:00,DK2,425.119995,57.0
2024-01-22 21:00:00,2024-01-22T22:00:00,DK2,194.440002,26.07
2024-01-22 22:00:00,2024-01-22T23:00:00,DK2,171.770004,23.030001
2024-01-22 23:00:00,2024-01-23T00:00:00,DK2,118.129997,15.84
2024-01-23 00:00:00,2024-01-23T01:00:00,DK2,75.330002,10.1
2024-01-23 01:00:00,2024-01-23T02:00:00,DK2,69.879997,9.37
2024-01-23 02:00:00,2024-01-23T03:00:00,DK2,31.1,4.17
2024-01-23 03:00:00,2024-01-23T04:00:00,DK2,76.220001,10.22
2024-01-23 04:00:00,2024-01-23T05:00:00,DK2,161.320007,21.629999
2024-01-23 05:00:00,2024-01-23T06:00:00,DK2,191.889999,25.73
2024-01-23 06:00:00,2024-01-23T07:00:00,DK2,454.410004,60.93
2024-01-23 07:00:00,2024-01-23T08:00:00,DK2,461.649994,61.900002
2024-01-23 08:00:00,2024-01-23T09:00:00,DK2,455.76001,61.110001
2024-01-23 09:00:00,2024-01-23T10:00:00,DK2,447.25,59.970001
2024-01-23 10:00:00,2024-01-23T11:00:00,DK2,443.299988,59.439999
2024-01-23 11:00:00,2024-01-23T12:00:00,DK2,310.100006,41.580002
2024-01-23 12:00:00,2024-01-23T13:00:00,DK2,199.570007,26.76
2024-01-23 13:00:00,2024-01-23T14:00:00,DK2,320.019989,42.91
2024-01-23 14:00:00,2024-01-23T15:00:00,DK2,468.059998,62.759998
2024-01-23 15:00:00,2024-01-23T16:00:00,DK2,494.390015,66.290001
2024-01-23 16:00:00,2024-01-23T17:00:00,DK2,510.570007,68.459999
2024-01-23 17:00:00,2024-01-23T18:00:00,DK2,498.040009,66.779999
2024-01-23 18:00:00,2024-01-23T19:00:00,DK2,472.390015,63.34
2024-01-23 19:00:00,2024-01-23T20:00:00,DK2,450.910004,60.459999
2024-01-23 20:00:00,2024-01-23T21:00:00,DK2,391.170013,52.450001
2024-01-23 21:00:00,2024-01-23T22:00:00,DK2,304.429993,40.82
2024-01-23 22:00:00,2024-01-23T23:00:00,DK2,248.050003,33.259998
2024-01-23 23:00:00,2024-01-24T00:00:00,DK2,213.350006,28.610001
2024-01-24 00:00:00,2024-01-24T01:00:00,DK2,187.699997,25.17
2024-01-24 01:00:00,2024-01-24T02:00:00,DK2,153.910004,20.639999
2024-01-24 02:00:00,2024-01-24T03:00:00,DK2,140.339996,18.82
2024-01-24 03:00:00,2024-01-24T04:00:00,DK2,133.110001,17.85
2024-01-24 04:00:00,2024-01-24T05:00:00,DK2,145.789993,19.549999
2024-01-24 05:00:00,2024-01-24T06:00:00,DK2,190.160004,25.5
2024-01-24 06:00:00,2024-01-24T07:00:00,DK2,288.809998,38.73
2024-01-24 07:00:00,2024-01-24T08:00:00,DK2,373.380005,50.07
2024-01-24 08:00:00,2024-01-24T09:00:00,DK2,369.429993,49.540001
2024-01-24 09:00:00,2024-01-24T10:00:00,DK2,373.600006,50.099998
2024-01-24 10:00:00,2024-01-24T11:00:00,DK2,378.519989,50.759998
2024-01-24 11:00:00,2024-01-24T12:00:00,DK2,293.359985,39.34
2024-01-24 12:00:00,2024-01-24T13:00:00,DK2,278.450012,37.34
2024-01-24 13:00:00,2024-01-24T14:00:00,DK2,335.869995,45.040001
2024-01-24 14:00:00,2024-01-24T15:00:00,DK2,372.480011,49.950001
2024-01-24 15:00:00,2024-01-24T16:00:00,DK2,378.820007,50.799999
2024-01-24 16:00:00,2024-01-24T17:00:00,DK2,404.25,54.209999
2024-01-24 17:00:00,2024-01-24T18:00:00,DK2,397.609985,53.32
2024-01-24 18:00:00,2024-01-24T19:00:00,DK2,373.529999,50.09
2024-01-24 19:00:00,2024-01-24T20:00:00,DK2,314.540009,42.18
2024-01-24 20:00:00,2024-01-24T21:00:00,DK2,298.579987,40.040001
2024-01-24 21:00:00,2024-01-24T22:00:00,DK2,313.269989,42.009998
2024-01-24 22:00:00,2024-01-24T23:00:00,DK2,287.320007,38.529999
2024-01-24 23:00:00,2024-01-25T00:00:00,DK2,326.899994,43.84
2024-01-25 00:00:00,2024-01-25T01:00:00,DK2,327.869995,43.970001
2024-01-25 01:00:00,2024-01-25T02:00:00,DK2,318.839996,42.759998
2024-01-25 02:00:00,2024-01-25T03:00:00,DK2,326.970001,43.849998
2024-01-25 03:00:00,2024-01-25T04:00:00,DK2,336.369995,45.110001
2024-01-25 04:00:00,2024-01-25T05:00:00,DK2,380.359985,51.009998
2024-01-25 05:00:00,2024-01-25T06:00:00,DK2,442.850006,59.389999
2024-01-25 06:00:00,2024-01-25T07:00:00,DK2,492.51001,66.050003
2024-01-25 07:00:00,2024-01-25T08:00:00,DK2,663.789978,89.019997
2024-01-25 08:00:00,2024-01-25T09:00:00,DK2,635.679993,85.25
2024-01-25 09:00:00,2024-01-25T10:00:00,DK2,606.599976,81.349998
2024-01-25 10:00:00,2024-01-25T11:00:00,DK2,568.340027,76.220001
2024-01-25 11:00:00,2024-01-25T12:00:00,DK2,545.450012,73.150002
2024-01-25 12:00:00,2024-01-25T13:00:00,DK2,566.630005,75.989998
2024-01-25 13:00:00,2024-01-25T14:00:00,DK2,633.659973,84.980003
2024-01-25 14:00:00,2024-01-25T15:00:00,DK2,686.530029,92.07
2024-01-25 15:00:00,2024-01-25T16:00:00,DK2,755.950012,101.379997
2024-01-25 16:00:00,2024-01-25T17:00:00,DK2,920.0,123.379997
2024-01-25 17:00:00,2024-01-25T18:00:00,DK2,861.539978,115.540001
2024-01-25 18:00:00,2024-01-25T19:00:00,DK2,736.640015,98.790001
2024-01-25 19:00:00,2024-01-25T20:00:00,DK2,679.070007,91.07
2024-01-25 20:00:00,2024-01-25T21:00:00,DK2,643.580017,86.309998
2024-01-25 21:00:00,2024-01-25T22:00:00,DK2,599.73999,80.43
2024-01-25 22:00:00,2024-01-25T23:00:00,DK2,560.440002,75.160004
2024-01-25 23:00:00,2024-01-26T00:00:00,DK2,468.200012,62.799999
2024-01-26 00:00:00,2024-01-26T01:00:00,DK2,462.23999,62.0
2024-01-26 01:00:00,2024-01-26T02:00:00,DK2,436.070007,58.490002
2024-01-26 02:00:00,2024-01-26T03:00:00,DK2,420.109985,56.349998
2024-01-26 03:00:00,2024-01-26T04:00:00,DK2,415.269989,55.700001
2024-01-26 04:00:00,2024-01-26T05:00:00,DK2,388.869995,52.16
2024-01-26 05:00:00,2024-01-26T06:00:00,DK2,432.040009,57.950001
2024-01-26 06:00:00,2024-01-26T07:00:00,DK2,469.470001,62.970001
2024-01-26 07:00:00,2024-01-26T08:00:00,DK2,484.149994,64.940002
2024-01-26 08:00:00,2024-01-26T09:00:00,DK2,475.660004,63.799999
2024-01-26 09:00:00,2024-01-26T10:00:00,DK2,456.420013,61.220001
2024-01-26 10:00:00,2024-01-26T11:00:00,DK2,437.929993,58.740002
2024-01-26 11:00:00,2024-01-26T12:00:00,DK2,389.769989,52.279999
2024-01-26 12:00:00,2024-01-26T13:00:00,DK2,346.450012,46.470001
2024-01-26 13:00:00,2024-01-26T14:00:00,DK2,367.399994,49.279999
2024-01-26 14:00:00,2024-01-26T15:00:00,DK2,364.640015,48.91
2024-01-26 15:00:00,2024-01-26T16:00:00,DK2,383.809998,51.48
2024-01-26 16:00:00,2024-01-26T17:00:00,DK2,427.720001,57.369999
2024-01-26 17:00:00,2024-01-26T18:00:00,DK2,404.01001,54.189999
2024-01-26 18:00:00,2024-01-26T19:00:00,DK2,249.830002,33.509998
2024-01-26 19:00:00,2024-01-26T20:00:00,DK2,205.619995,27.58
2024-01-26 20:00:00,2024-01-26T21:00:00,DK2,192.050003,25.76
2024-01-26 21:00:00,2024-01-26T22:00:00,DK2,181.839996,24.389999
2024-01-26 22:00:00,2024-01-26T23:00:00,DK2,163.869995,21.98
2024-01-26 23:00:00,2024-01-27T00:00:00,DK2,144.039993,19.32
2024-01-27 00:00:00,2024-01-27T01:00:00,DK2,136.130005,18.26
2024-01-27 01:00:00,2024-01-27T02:00:00,DK2,131.440002,17.629999
2024-01-27 02:00:00,2024-01-27T03:00:00,DK2,134.339996,18.02
2024-01-27 03:00:00,2024-01-27T04:00:00,DK2,137.850006,18.49
2024-01-27 04:00:00,2024-01-27T05:00:00,DK2,140.460007,18.84
2024-01-27 05:00:00,2024-01-27T06:00:00,DK2,144.710007,19.41
2024-01-27 06:00:00,2024-01-27T07:00:00,DK2,154.399994,20.709999
2024-01-27 07:00:00,2024-01-27T08:00:00,DK2,215.080002,28.85
2024-01-27 08:00:00,2024-01-27T09:00:00,DK2,237.820007,31.9
2024-01-27 09:00:00,2024-01-27T10:00:00,DK2,341.600006,45.82
2024-01-27 10:00:00,2024-01-27T11:00:00,DK2,422.040009,56.610001
2024-01-27 11:00:00,2024-01-27T12:00:00,DK2,416.299988,55.84
2024-01-27 12:00:00,2024-01-27T13:00:00,DK2,242.220001,32.490002
2024-01-27 13:00:00,2024-01-27T14:00:00,DK2,296.570007,39.779999
2024-01-27 14:00:00,2024-01-27T15:00:00,DK2,432.029999,57.950001
2024-01-27 15:00:00,2024-01-27T16:00:00,DK2,439.339996,58.93
2024-01-27 16:00:00,2024-01-27T17:00:00,DK2,460.359985,61.75
2024-01-27 17:00:00,2024-01-27T18:00:00,DK2,457.079987,61.310001
2024-01-27 18:00:00,2024-01-27T19:00:00,DK2,443.070007,59.43
2024-01-27 19:00:00,2024-01-27T20:00:00,DK2,433.970001,58.209999
2024-01-27 20:00:00,2024-01-27T21:00:00,DK2,431.290009,57.849998
2024-01-27 21:00:00,2024-01-27T22:00:00,DK2,430.390015,57.73
2024-01-27 22:00:00,2024-01-27T23:00:00,DK2,429.5,57.610001
2024-01-27 23:00:00,2024-01-28T00:00:00,DK2,497.75,66.769997
2024-01-28 00:00:00,2024-01-28T01:00:00,DK2,438.339996,58.799999
2024-01-28 01:00:00,2024-01-28T02:00:00,DK2,434.309998,58.259998
2024-01-28 02:00:00,2024-01-28T03:00:00,DK2,430.290009,57.720001
2024-01-28 03:00:00,2024-01-28T04:00:00,DK2,431.399994,57.869999
2024-01-28 04:00:00,2024-01-28T05:00:00,DK2,429.609985,57.630001
2024-01-28 05:00:00,2024-01-28T06:00:00,DK2,430.290009,57.720001
2024-01-28 06:00:00,2024-01-28T07:00:00,DK2,439.679993,58.98
2024-01-28 07:00:00,2024-01-28T08:00:00,DK2,441.320007,59.200001
2024-01-28 08:00:00,2024-01-28T09:00:00,DK2,410.609985,55.080002
2024-01-28 09:00:00,2024-01-28T10:00:00,DK2,381.380005,51.16
2024-01-28 10:00:00,2024-01-28T11:00:00,DK2,341.049988,45.75
2024-01-28 11:00:00,2024-01-28T12:00:00,DK2,309.970001,41.580002
2024-01-28 12:00:00,2024-01-28T13:00:00,DK2,298.859985,40.09
2024-01-28 13:00:00,2024-01-28T14:00:00,DK2,377.579987,50.650002
2024-01-28 14:00:00,2024-01-28T15:00:00,DK2,420.519989,56.41
2024-01-28 15:00:00,2024-01-28T16:00:00,DK2,431.850006,57.93
2024-01-28 16:00:00,2024-01-28T17:00:00,DK2,431.329987,57.860001
2024-01-28 17:00:00,2024-01-28T18:00:00,DK2,427.380005,57.330002
2024-01-28 18:00:00,2024-01-28T19:00:00,DK2,422.01001,56.610001
2024-01-28 19:00:00,2024-01-28T20:00:00,DK2,217.75,29.209999
2024-01-28 20:00:00,2024-01-28T21:00:00,DK2,122.029999,16.370001
2024-01-28 21:00:00,2024-01-28T22:00:00,DK2,74.550003,10.0
2024-01-28 22:00:00,2024-01-28T23:00:00,DK2,51.59,6.92
2024-01-28 23:00:00,2024-01-29T00:00:00,DK2,111.82,15.0
2024-01-29 00:00:00,2024-01-29T01:00:00,DK2,74.470001,9.99
2024-01-29 01:00:00,2024-01-29T02:00:00,DK2,74.470001,9.99
2024-01-29 02:00:00,2024-01-29T03:00:00,DK2,111.82,15.0
2024-01-29 03:00:00,2024-01-29T04:00:00,DK2,111.82,15.0
2024-01-29 04:00:00,2024-01-29T05:00:00,DK2,111.900002,15.01
2024-01-29 05:00:00,2024-01-29T06:00:00,DK2,180.330002,24.190001
2024-01-29 06:00:00,2024-01-29T07:00:00,DK2,462.339996,62.02
2024-01-29 07:00:00,2024-01-29T08:00:00,DK2,620.460022,83.230003
2024-01-29 08:00:00,2024-01-29T09:00:00,DK2,658.919983,88.389999
2024-01-29 09:00:00,2024-01-29T10:00:00,DK2,588.179993,78.900002
2024-01-29 10:00:00,2024-01-29T11:00:00,DK2,531.299988,71.269997
2024-01-29 11:00:00,2024-01-29T12:00:00,DK2,523.619995,70.239998
2024-01-29 12:00:00,2024-01-29T13:00:00,DK2,559.030029,74.989998
2024-01-29 13:00:00,2024-01-29T14:00:00,DK2,615.390015,82.550003
2024-01-29 14:00:00,2024-01-29T15:00:00,DK2,727.580017,97.599998
2024-01-29 15:00:00,2024-01-29T16:00:00,DK2,808.309998,108.43
2024-01-29 16:00:00,2024-01-29T17:00:00,DK2,949.880005,127.419998
2024-01-29 17:00:00,2024-01-29T18:00:00,DK2,874.440002,117.300003
2024-01-29 18:00:00,2024-01-29T19:00:00,DK2,801.530029,107.519997
2024-01-29 19:00:00,2024-01-29T20:00:00,DK2,685.679993,91.980003
2024-01-29 20:00:00,2024-01-29T21:00:00,DK2,646.98999,86.790001
2024-01-29 21:00:00,2024-01-29T22:00:00,DK2,621.869995,83.419998
2024-01-29 22:00:00,2024-01-29T23:00:00,DK2,598.539978,80.290001
2024-01-29 23:00:00,2024-01-30T00:00:00,DK2,536.25,71.940002
2024-01-30 00:00:00,2024-01-30T01:00:00,DK2,512.77002,68.790001
2024-01-30 01:00:00,2024-01-30T02:00:00,DK2,517.090027,69.370003
2024-01-30 02:00:00,2024-01-30T03:00:00,DK2,502.709991,67.440002
2024-01-30 03:00:00,2024-01-30T04:00:00,DK2,500.769989,67.18
